"Video camara respaldo","Video camara 5","Video camara 3","Video camara 1","Día","Hora","Audio","Video","tipo de video","Grupo","Individuo","Experimento","Color","Tiempo de vuelo aprox","Anotaciones","Archivo de audio canal 1","Archivo de audio canal 2","Archivo de audio canal 3","Archivo de audio canal 4","Nuevo video camara 1","Nuevo video camara 3","Nuevo video camara 5","Nuevo video camara respaldo"
"UCR-MPI_exp112_cam-backup_2020-1-23","UCR-MPI_exp112_cam5_2020-1-23","UCR-MPI_exp112_cam3_2020-1-23","UCR-MPI_exp112_cam1_2020-1-23",2020-01-23,1899-12-31 11:41:00,111,"112","experimento","15","900200000206710","vuelo solo",NA,1899-12-31 02:00:00,"backup es camara 4 (no camara 6)","UCR-MPI_exp112_ch1_2020-1-23.wav","UCR-MPI_exp112_ch2_2020-1-23.wav","UCR-MPI_exp112_ch3_2020-1-23.wav","UCR-MPI_exp112_ch4_2020-1-23.wav","0112-cam1_exp_2020-1-23_UCR-MPI","0112-cam3_exp_2020-1-23_UCR-MPI","0112-cam5_exp_2020-1-23_UCR-MPI","0112-cam-backup_exp_2020-1-23_UCR-MPI"
"UCR-MPI_exp113_cam-backup_2020-1-23","UCR-MPI_exp113_cam5_2020-1-23","UCR-MPI_exp113_cam3_2020-1-23","UCR-MPI_exp113_cam1_2020-1-23",2020-01-23,1899-12-31 11:45:00,112,"113","experimento","15","982126058484259","vuelo solo",NA,1899-12-31 02:00:00,"backup es camara 4 (no camara 6)","UCR-MPI_exp113_ch1_2020-1-23.wav","UCR-MPI_exp113_ch2_2020-1-23.wav","UCR-MPI_exp113_ch3_2020-1-23.wav","UCR-MPI_exp113_ch4_2020-1-23.wav","0113-cam1_exp_2020-1-23_UCR-MPI","0113-cam3_exp_2020-1-23_UCR-MPI","0113-cam5_exp_2020-1-23_UCR-MPI","0113-cam-backup_exp_2020-1-23_UCR-MPI"
"UCR-MPI_exp114_cam-backup_2020-1-23","UCR-MPI_exp114_cam5_2020-1-23","UCR-MPI_exp114_cam3_2020-1-23","UCR-MPI_exp114_cam1_2020-1-23",2020-01-23,1899-12-31 11:50:00,113,"114","experimento","15","900200000206443","vuelo solo",NA,1899-12-31 02:00:00,"backup es camara 4 (no camara 6)","UCR-MPI_exp114_ch1_2020-1-23.wav","UCR-MPI_exp114_ch2_2020-1-23.wav","UCR-MPI_exp114_ch3_2020-1-23.wav","UCR-MPI_exp114_ch4_2020-1-23.wav","0114-cam1_exp_2020-1-23_UCR-MPI","0114-cam3_exp_2020-1-23_UCR-MPI","0114-cam5_exp_2020-1-23_UCR-MPI","0114-cam-backup_exp_2020-1-23_UCR-MPI"
"UCR-MPI_exp116_cam-backup_2020-1-24","UCR-MPI_exp116_cam5_2020-1-24","UCR-MPI_exp116_cam3_2020-1-24","UCR-MPI_exp116_cam1_2020-1-24",2020-01-24,1899-12-31 08:16:00,114,"116","experimento","12/12/N/N","982126058484346","vuelo solo","no aplica",1899-12-31 02:00:00,"backup es camara 4 (no camara 6)","UCR-MPI_exp116_ch1_2020-1-24.wav","UCR-MPI_exp116_ch2_2020-1-24.wav","UCR-MPI_exp116_ch3_2020-1-24.wav","UCR-MPI_exp116_ch4_2020-1-24.wav","0116-cam1_exp_2020-1-24_UCR-MPI","0116-cam3_exp_2020-1-24_UCR-MPI","0116-cam5_exp_2020-1-24_UCR-MPI","0116-cam-backup_exp_2020-1-24_UCR-MPI"
"UCR-MPI_exp117_cam-backup_2020-1-24","UCR-MPI_exp117_cam5_2020-1-24","UCR-MPI_exp117_cam3_2020-1-24","UCR-MPI_exp117_cam1_2020-1-24",2020-01-24,1899-12-31 08:23:00,115,"117","experimento","12/12/N/N","900200000279490","vuelo solo","no aplica",1899-12-31 02:00:00,"backup es camara 4 (no camara 6)","UCR-MPI_exp117_ch1_2020-1-24.wav","UCR-MPI_exp117_ch2_2020-1-24.wav","UCR-MPI_exp117_ch3_2020-1-24.wav","UCR-MPI_exp117_ch4_2020-1-24.wav","0117-cam1_exp_2020-1-24_UCR-MPI","0117-cam3_exp_2020-1-24_UCR-MPI","0117-cam5_exp_2020-1-24_UCR-MPI","0117-cam-backup_exp_2020-1-24_UCR-MPI"
"UCR-MPI_exp118_cam-backup_2020-1-24","UCR-MPI_exp118_cam5_2020-1-24","UCR-MPI_exp118_cam3_2020-1-24","UCR-MPI_exp118_cam1_2020-1-24",2020-01-24,1899-12-31 08:39:00,116,"118","experimento","12/12/N/N","982126058484262","vuelo solo","no aplica",1899-12-31 02:00:00,"backup es camara 4 (no camara 6), camara 5 uso la tarjeta 6 este dia a partir de aca","UCR-MPI_exp118_ch1_2020-1-24.wav","UCR-MPI_exp118_ch2_2020-1-24.wav","UCR-MPI_exp118_ch3_2020-1-24.wav","UCR-MPI_exp118_ch4_2020-1-24.wav","0118-cam1_exp_2020-1-24_UCR-MPI","0118-cam3_exp_2020-1-24_UCR-MPI","0118-cam5_exp_2020-1-24_UCR-MPI","0118-cam-backup_exp_2020-1-24_UCR-MPI"
"UCR-MPI_exp119_cam-backup_2020-1-24","UCR-MPI_exp119_cam5_2020-1-24","UCR-MPI_exp119_cam3_2020-1-24","UCR-MPI_exp119_cam1_2020-1-24",2020-01-24,1899-12-31 08:45:00,117,"119","experimento","12/12/N/N","900200000279633","vuelo solo","no aplica",1899-12-31 02:00:00,"backup es camara 4 (no camara 6), camara 5 uso la tarjeta 6 este dia a partir de aca","UCR-MPI_exp119_ch1_2020-1-24.wav","UCR-MPI_exp119_ch2_2020-1-24.wav","UCR-MPI_exp119_ch3_2020-1-24.wav","UCR-MPI_exp119_ch4_2020-1-24.wav","0119-cam1_exp_2020-1-24_UCR-MPI","0119-cam3_exp_2020-1-24_UCR-MPI","0119-cam5_exp_2020-1-24_UCR-MPI","0119-cam-backup_exp_2020-1-24_UCR-MPI"
"UCR-MPI_exp120_cam-backup_2020-1-24","UCR-MPI_exp120_cam5_2020-1-24","UCR-MPI_exp120_cam3_2020-1-24","UCR-MPI_exp120_cam1_2020-1-24",2020-01-24,1899-12-31 09:50:00,118,"120","experimento","4","982000359237334","vuelo grupal/enmascarando busqueda","anaranjado",1899-12-31 02:10:00,"backup es camara 4 (no camara 6), camara 5 uso la tarjeta 6","UCR-MPI_exp120_ch1_2020-1-24.wav","UCR-MPI_exp120_ch2_2020-1-24.wav","UCR-MPI_exp120_ch3_2020-1-24.wav","UCR-MPI_exp120_ch4_2020-1-24.wav","0120-cam1_exp_2020-1-24_UCR-MPI","0120-cam3_exp_2020-1-24_UCR-MPI","0120-cam5_exp_2020-1-24_UCR-MPI","0120-cam-backup_exp_2020-1-24_UCR-MPI"
"UCR-MPI_exp120_cam-backup_2020-1-24","UCR-MPI_exp120_cam5_2020-1-24","UCR-MPI_exp120_cam3_2020-1-24","UCR-MPI_exp120_cam1_2020-1-24",2020-01-24,1899-12-31 09:50:00,118,"120","experimento","4","900200000279820","vuelo grupal/enmascarando busqueda","rosado",1899-12-31 02:10:00,"backup es camara 4 (no camara 6), camara 5 uso la tarjeta 6","UCR-MPI_exp120_ch1_2020-1-24.wav","UCR-MPI_exp120_ch2_2020-1-24.wav","UCR-MPI_exp120_ch3_2020-1-24.wav","UCR-MPI_exp120_ch4_2020-1-24.wav","0120-cam1_exp_2020-1-24_UCR-MPI","0120-cam3_exp_2020-1-24_UCR-MPI","0120-cam5_exp_2020-1-24_UCR-MPI","0120-cam-backup_exp_2020-1-24_UCR-MPI"
"UCR-MPI_exp120_cam-backup_2020-1-24","UCR-MPI_exp120_cam5_2020-1-24","UCR-MPI_exp120_cam3_2020-1-24","UCR-MPI_exp120_cam1_2020-1-24",2020-01-24,1899-12-31 09:50:00,118,"120","experimento","4","982126058484339","vuelo grupal/enmascarando busqueda","amarillo",1899-12-31 02:10:00,"backup es camara 4 (no camara 6), camara 5 uso la tarjeta 6","UCR-MPI_exp120_ch1_2020-1-24.wav","UCR-MPI_exp120_ch2_2020-1-24.wav","UCR-MPI_exp120_ch3_2020-1-24.wav","UCR-MPI_exp120_ch4_2020-1-24.wav","0120-cam1_exp_2020-1-24_UCR-MPI","0120-cam3_exp_2020-1-24_UCR-MPI","0120-cam5_exp_2020-1-24_UCR-MPI","0120-cam-backup_exp_2020-1-24_UCR-MPI"
"UCR-MPI_exp120_cam-backup_2020-1-24","UCR-MPI_exp120_cam5_2020-1-24","UCR-MPI_exp120_cam3_2020-1-24","UCR-MPI_exp120_cam1_2020-1-24",2020-01-24,1899-12-31 09:50:00,118,"120","experimento","4","982126051278475","vuelo grupal/enmascarando busqueda","verde",1899-12-31 02:10:00,"backup es camara 4 (no camara 6), camara 5 uso la tarjeta 6","UCR-MPI_exp120_ch1_2020-1-24.wav","UCR-MPI_exp120_ch2_2020-1-24.wav","UCR-MPI_exp120_ch3_2020-1-24.wav","UCR-MPI_exp120_ch4_2020-1-24.wav","0120-cam1_exp_2020-1-24_UCR-MPI","0120-cam3_exp_2020-1-24_UCR-MPI","0120-cam5_exp_2020-1-24_UCR-MPI","0120-cam-backup_exp_2020-1-24_UCR-MPI"
"UCR-MPI_exp122_cam-backup_2020-1-24","UCR-MPI_exp122_cam5_2020-1-24","UCR-MPI_exp122_cam3_2020-1-24","UCR-MPI_exp122_cam1_2020-1-24",2020-01-24,1899-12-31 10:18:00,119,"122","experimento","4","982126058484339","vuelo grupal/sin sonido","amarillo",1899-12-31 02:00:00,"backup es camara 4 (no camara 6), camara 5 uso la tarjeta 6","UCR-MPI_exp122_ch1_2020-1-24.wav","UCR-MPI_exp122_ch2_2020-1-24.wav","UCR-MPI_exp122_ch3_2020-1-24.wav","UCR-MPI_exp122_ch4_2020-1-24.wav","0122-cam1_exp_2020-1-24_UCR-MPI","0122-cam3_exp_2020-1-24_UCR-MPI","0122-cam5_exp_2020-1-24_UCR-MPI","0122-cam-backup_exp_2020-1-24_UCR-MPI"
"UCR-MPI_exp122_cam-backup_2020-1-24","UCR-MPI_exp122_cam5_2020-1-24","UCR-MPI_exp122_cam3_2020-1-24","UCR-MPI_exp122_cam1_2020-1-24",2020-01-24,1899-12-31 10:18:00,119,"122","experimento","4","982000359237334","vuelo grupal/sin sonido","anaranjado",1899-12-31 02:00:00,"backup es camara 4 (no camara 6), camara 5 uso la tarjeta 6","UCR-MPI_exp122_ch1_2020-1-24.wav","UCR-MPI_exp122_ch2_2020-1-24.wav","UCR-MPI_exp122_ch3_2020-1-24.wav","UCR-MPI_exp122_ch4_2020-1-24.wav","0122-cam1_exp_2020-1-24_UCR-MPI","0122-cam3_exp_2020-1-24_UCR-MPI","0122-cam5_exp_2020-1-24_UCR-MPI","0122-cam-backup_exp_2020-1-24_UCR-MPI"
"UCR-MPI_exp122_cam-backup_2020-1-24","UCR-MPI_exp122_cam5_2020-1-24","UCR-MPI_exp122_cam3_2020-1-24","UCR-MPI_exp122_cam1_2020-1-24",2020-01-24,1899-12-31 10:18:00,119,"122","experimento","4","982126051278475","vuelo grupal/sin sonido","verde",1899-12-31 02:00:00,"backup es camara 4 (no camara 6), camara 5 uso la tarjeta 6","UCR-MPI_exp122_ch1_2020-1-24.wav","UCR-MPI_exp122_ch2_2020-1-24.wav","UCR-MPI_exp122_ch3_2020-1-24.wav","UCR-MPI_exp122_ch4_2020-1-24.wav","0122-cam1_exp_2020-1-24_UCR-MPI","0122-cam3_exp_2020-1-24_UCR-MPI","0122-cam5_exp_2020-1-24_UCR-MPI","0122-cam-backup_exp_2020-1-24_UCR-MPI"
"UCR-MPI_exp122_cam-backup_2020-1-24","UCR-MPI_exp122_cam5_2020-1-24","UCR-MPI_exp122_cam3_2020-1-24","UCR-MPI_exp122_cam1_2020-1-24",2020-01-24,1899-12-31 10:18:00,119,"122","experimento","4","900200000279820","vuelo grupal/sin sonido","rosado",1899-12-31 02:00:00,"backup es camara 4 (no camara 6), camara 5 uso la tarjeta 6","UCR-MPI_exp122_ch1_2020-1-24.wav","UCR-MPI_exp122_ch2_2020-1-24.wav","UCR-MPI_exp122_ch3_2020-1-24.wav","UCR-MPI_exp122_ch4_2020-1-24.wav","0122-cam1_exp_2020-1-24_UCR-MPI","0122-cam3_exp_2020-1-24_UCR-MPI","0122-cam5_exp_2020-1-24_UCR-MPI","0122-cam-backup_exp_2020-1-24_UCR-MPI"
"UCR-MPI_exp123_cam-backup_2020-1-24","UCR-MPI_exp123_cam5_2020-1-24","UCR-MPI_exp123_cam3_2020-1-24","UCR-MPI_exp123_cam1_2020-1-24",2020-01-24,1899-12-31 10:33:00,120,"123","experimento","29","982126051278547","vuelo solo","no aplica",1899-12-31 02:00:00,"backup es camara 4 (no camara 6), camara 5 uso la tarjeta 6","UCR-MPI_exp123_ch1_2020-1-24.wav","UCR-MPI_exp123_ch2_2020-1-24.wav","UCR-MPI_exp123_ch3_2020-1-24.wav","UCR-MPI_exp123_ch4_2020-1-24.wav","0123-cam1_exp_2020-1-24_UCR-MPI","0123-cam3_exp_2020-1-24_UCR-MPI","0123-cam5_exp_2020-1-24_UCR-MPI","0123-cam-backup_exp_2020-1-24_UCR-MPI"
"UCR-MPI_exp125_cam-backup_2020-1-24","UCR-MPI_exp125_cam5_2020-1-24","UCR-MPI_exp125_cam3_2020-1-24","UCR-MPI_exp125_cam1_2020-1-24",2020-01-24,1899-12-31 10:49:00,122,"125","experimento","29","982126052945922","vuelo solo","no aplica",1899-12-31 02:00:00,"backup es camara 4 (no camara 6), camara 5 uso la tarjeta 6, video 124 y audio 121 fueron de un experimento que se paro, ID 8546","UCR-MPI_exp125_ch1_2020-1-24.wav","UCR-MPI_exp125_ch2_2020-1-24.wav","UCR-MPI_exp125_ch3_2020-1-24.wav","UCR-MPI_exp125_ch4_2020-1-24.wav","0125-cam1_exp_2020-1-24_UCR-MPI","0125-cam3_exp_2020-1-24_UCR-MPI","0125-cam5_exp_2020-1-24_UCR-MPI","0125-cam-backup_exp_2020-1-24_UCR-MPI"
"UCR-MPI_exp126_cam-backup_2020-1-24","UCR-MPI_exp126_cam5_2020-1-24","UCR-MPI_exp126_cam3_2020-1-24","UCR-MPI_exp126_cam1_2020-1-24",2020-01-24,1899-12-31 10:59:00,123,"126","experimento","29","A","vuelo solo","no aplica",1899-12-31 02:00:00,"backup es camara 4 (no camara 6), camara 5 uso la tarjeta 6 , volando casi a ras del suelo","UCR-MPI_exp126_ch1_2020-1-24.wav","UCR-MPI_exp126_ch2_2020-1-24.wav","UCR-MPI_exp126_ch3_2020-1-24.wav","UCR-MPI_exp126_ch4_2020-1-24.wav","0126-cam1_exp_2020-1-24_UCR-MPI","0126-cam3_exp_2020-1-24_UCR-MPI","0126-cam5_exp_2020-1-24_UCR-MPI","0126-cam-backup_exp_2020-1-24_UCR-MPI"
"UCR-MPI_exp127_cam-backup_2020-1-24","UCR-MPI_exp127_cam5_2020-1-24","UCR-MPI_exp127_cam3_2020-1-24","UCR-MPI_exp127_cam1_2020-1-24",2020-01-24,1899-12-31 11:28:00,124,"127","experimento","29","982126051278543","vuelo solo","no aplica",1899-12-31 02:00:00,"backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo","UCR-MPI_exp127_ch1_2020-1-24.wav","UCR-MPI_exp127_ch2_2020-1-24.wav","UCR-MPI_exp127_ch3_2020-1-24.wav","UCR-MPI_exp127_ch4_2020-1-24.wav","0127-cam1_exp_2020-1-24_UCR-MPI","0127-cam3_exp_2020-1-24_UCR-MPI","0127-cam5_exp_2020-1-24_UCR-MPI","0127-cam-backup_exp_2020-1-24_UCR-MPI"
"UCR-MPI_exp128_cam-backup_2020-1-24","UCR-MPI_exp128_cam5_2020-1-24","UCR-MPI_exp128_cam3_2020-1-24","UCR-MPI_exp128_cam1_2020-1-24",2020-01-24,1899-12-31 11:34:00,125,"128","experimento","29","982126051278519","vuelo solo","no aplica",1899-12-31 02:00:00,"backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo","UCR-MPI_exp128_ch1_2020-1-24.wav","UCR-MPI_exp128_ch2_2020-1-24.wav","UCR-MPI_exp128_ch3_2020-1-24.wav","UCR-MPI_exp128_ch4_2020-1-24.wav","0128-cam1_exp_2020-1-24_UCR-MPI","0128-cam3_exp_2020-1-24_UCR-MPI","0128-cam5_exp_2020-1-24_UCR-MPI","0128-cam-backup_exp_2020-1-24_UCR-MPI"
"UCR-MPI_exp129_cam-backup_2020-1-24","UCR-MPI_exp129_cam5_2020-1-24","UCR-MPI_exp129_cam3_2020-1-24","UCR-MPI_exp129_cam1_2020-1-24",2020-01-24,1899-12-31 11:43:00,126,"129","experimento","29","982126052945857","vuelo solo","no aplica",1899-12-31 02:00:00,"backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo","UCR-MPI_exp129_ch1_2020-1-24.wav","UCR-MPI_exp129_ch2_2020-1-24.wav","UCR-MPI_exp129_ch3_2020-1-24.wav","UCR-MPI_exp129_ch4_2020-1-24.wav","0129-cam1_exp_2020-1-24_UCR-MPI","0129-cam3_exp_2020-1-24_UCR-MPI","0129-cam5_exp_2020-1-24_UCR-MPI","0129-cam-backup_exp_2020-1-24_UCR-MPI"
"UCR-MPI_exp130_cam-backup_2020-1-24","UCR-MPI_exp130_cam5_2020-1-24","UCR-MPI_exp130_cam3_2020-1-24","UCR-MPI_exp130_cam1_2020-1-24",2020-01-24,1899-12-31 11:50:00,127,"130","experimento","29","982126051278546","vuelo solo","no aplica",1899-12-31 02:00:00,"backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo","UCR-MPI_exp130_ch1_2020-1-24.wav","UCR-MPI_exp130_ch2_2020-1-24.wav","UCR-MPI_exp130_ch3_2020-1-24.wav","UCR-MPI_exp130_ch4_2020-1-24.wav","0130-cam1_exp_2020-1-24_UCR-MPI","0130-cam3_exp_2020-1-24_UCR-MPI","0130-cam5_exp_2020-1-24_UCR-MPI","0130-cam-backup_exp_2020-1-24_UCR-MPI"
"UCR-MPI_exp131_cam-backup_2020-1-24","UCR-MPI_exp131_cam5_2020-1-24","UCR-MPI_exp131_cam3_2020-1-24","UCR-MPI_exp131_cam1_2020-1-24",2020-01-24,1899-12-31 11:57:00,128,"131","experimento","42","982126058484298","vuelo solo","no aplica",1899-12-31 02:00:00,"1) backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo  2) la camara 1 se pudo mover al final del video","UCR-MPI_exp131_ch1_2020-1-24.wav","UCR-MPI_exp131_ch2_2020-1-24.wav","UCR-MPI_exp131_ch3_2020-1-24.wav","UCR-MPI_exp131_ch4_2020-1-24.wav","0131-cam1_exp_2020-1-24_UCR-MPI","0131-cam3_exp_2020-1-24_UCR-MPI","0131-cam5_exp_2020-1-24_UCR-MPI","0131-cam-backup_exp_2020-1-24_UCR-MPI"
"UCR-MPI_exp133_cam-backup_2020-1-24","UCR-MPI_exp133_cam5_2020-1-24","UCR-MPI_exp133_cam3_2020-1-24","UCR-MPI_exp133_cam1_2020-1-24",2020-01-24,1899-12-31 12:07:00,129,"133","experimento","42","982126058484281","vuelo solo","no aplica",1899-12-31 02:00:00,"1) backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo 2) la camara 1 se calibro otra vez porque se movio en video","UCR-MPI_exp133_ch1_2020-1-24.wav","UCR-MPI_exp133_ch2_2020-1-24.wav","UCR-MPI_exp133_ch3_2020-1-24.wav","UCR-MPI_exp133_ch4_2020-1-24.wav","0133-cam1_exp_2020-1-24_UCR-MPI","0133-cam3_exp_2020-1-24_UCR-MPI","0133-cam5_exp_2020-1-24_UCR-MPI","0133-cam-backup_exp_2020-1-24_UCR-MPI"
"UCR-MPI_exp134_cam-backup_2020-1-24","UCR-MPI_exp134_cam5_2020-1-24","UCR-MPI_exp134_cam3_2020-1-24","UCR-MPI_exp134_cam1_2020-1-24",2020-01-24,1899-12-31 12:11:00,130,"134","experimento","42","982126058484278","vuelo solo","no aplica",1899-12-31 02:00:00,"1) backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo 2) la camara 1 no se paro del video anterior y continuo grabando, pero luego se cortaron los videos de forma q hay uno para cada experimento (133 y 134)","UCR-MPI_exp134_ch1_2020-1-24.wav","UCR-MPI_exp134_ch2_2020-1-24.wav","UCR-MPI_exp134_ch3_2020-1-24.wav","UCR-MPI_exp134_ch4_2020-1-24.wav","0134-cam1_exp_2020-1-24_UCR-MPI","0134-cam3_exp_2020-1-24_UCR-MPI","0134-cam5_exp_2020-1-24_UCR-MPI","0134-cam-backup_exp_2020-1-24_UCR-MPI"
"UCR-MPI_exp135_cam-backup_2020-1-24","UCR-MPI_exp135_cam5_2020-1-24","UCR-MPI_exp135_cam3_2020-1-24","UCR-MPI_exp135_cam1_2020-1-24",2020-01-24,1899-12-31 12:15:00,131,"135","experimento","42","982126058484255","vuelo solo","no aplica",1899-12-31 02:00:00,"backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo","UCR-MPI_exp135_ch1_2020-1-24.wav","UCR-MPI_exp135_ch2_2020-1-24.wav","UCR-MPI_exp135_ch3_2020-1-24.wav","UCR-MPI_exp135_ch4_2020-1-24.wav","0135-cam1_exp_2020-1-24_UCR-MPI","0135-cam3_exp_2020-1-24_UCR-MPI","0135-cam5_exp_2020-1-24_UCR-MPI","0135-cam-backup_exp_2020-1-24_UCR-MPI"
"UCR-MPI_exp136_cam-backup_2020-1-24","UCR-MPI_exp136_cam5_2020-1-24","UCR-MPI_exp136_cam3_2020-1-24","UCR-MPI_exp136_cam1_2020-1-24",2020-01-24,1899-12-31 12:19:00,132,"136","experimento","42","982126058484320","vuelo solo","no aplica",1899-12-31 02:00:00,"backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo","UCR-MPI_exp136_ch1_2020-1-24.wav","UCR-MPI_exp136_ch2_2020-1-24.wav","UCR-MPI_exp136_ch3_2020-1-24.wav","UCR-MPI_exp136_ch4_2020-1-24.wav","0136-cam1_exp_2020-1-24_UCR-MPI","0136-cam3_exp_2020-1-24_UCR-MPI","0136-cam5_exp_2020-1-24_UCR-MPI","0136-cam-backup_exp_2020-1-24_UCR-MPI"
"UCR-MPI_exp137_cam-backup_2020-1-24","UCR-MPI_exp137_cam5_2020-1-24","UCR-MPI_exp137_cam3_2020-1-24","UCR-MPI_exp137_cam1_2020-1-24",2020-01-24,1899-12-31 12:25:00,133,"137","experimento","42","982126058484307","vuelo solo","no aplica",1899-12-31 02:00:00,"backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo, experimento 137 murci no paro de percharse","UCR-MPI_exp137_ch1_2020-1-24.wav","UCR-MPI_exp137_ch2_2020-1-24.wav","UCR-MPI_exp137_ch3_2020-1-24.wav","UCR-MPI_exp137_ch4_2020-1-24.wav","0137-cam1_exp_2020-1-24_UCR-MPI","0137-cam3_exp_2020-1-24_UCR-MPI","0137-cam5_exp_2020-1-24_UCR-MPI","0137-cam-backup_exp_2020-1-24_UCR-MPI"
"UCR-MPI_exp139_cam-backup_2020-1-24","UCR-MPI_exp139_cam5_2020-1-24","UCR-MPI_exp139_cam3_2020-1-24","UCR-MPI_exp139_cam1_2020-1-24",2020-01-24,1899-12-31 02:25:00,135,"139","experimento","12/12/N/N","982126058484262","vuelo grupal/enmascarando busqueda","anaranjado",1899-12-31 02:00:00,"backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo. Se usó playback a 77,5 dB","UCR-MPI_exp139_ch1_2020-1-24.wav","UCR-MPI_exp139_ch2_2020-1-24.wav","UCR-MPI_exp139_ch3_2020-1-24.wav","UCR-MPI_exp139_ch4_2020-1-24.wav","0139-cam1_exp_2020-1-24_UCR-MPI","0139-cam3_exp_2020-1-24_UCR-MPI","0139-cam5_exp_2020-1-24_UCR-MPI","0139-cam-backup_exp_2020-1-24_UCR-MPI"
"UCR-MPI_exp139_cam-backup_2020-1-24","UCR-MPI_exp139_cam5_2020-1-24","UCR-MPI_exp139_cam3_2020-1-24","UCR-MPI_exp139_cam1_2020-1-24",2020-01-24,1899-12-31 02:25:00,135,"139","experimento","12/12/N/N","982126058484346","vuelo grupal/enmascarando busqueda","amarillo",1899-12-31 02:00:00,"backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo. Se usó playback a 77,5 dB","UCR-MPI_exp139_ch1_2020-1-24.wav","UCR-MPI_exp139_ch2_2020-1-24.wav","UCR-MPI_exp139_ch3_2020-1-24.wav","UCR-MPI_exp139_ch4_2020-1-24.wav","0139-cam1_exp_2020-1-24_UCR-MPI","0139-cam3_exp_2020-1-24_UCR-MPI","0139-cam5_exp_2020-1-24_UCR-MPI","0139-cam-backup_exp_2020-1-24_UCR-MPI"
"UCR-MPI_exp139_cam-backup_2020-1-24","UCR-MPI_exp139_cam5_2020-1-24","UCR-MPI_exp139_cam3_2020-1-24","UCR-MPI_exp139_cam1_2020-1-24",2020-01-24,1899-12-31 02:25:00,135,"139","experimento","12/12/N/N","900200000279633","vuelo grupal/enmascarando busqueda","rosado",1899-12-31 02:00:00,"backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo. Se usó playback a 77,5 dB","UCR-MPI_exp139_ch1_2020-1-24.wav","UCR-MPI_exp139_ch2_2020-1-24.wav","UCR-MPI_exp139_ch3_2020-1-24.wav","UCR-MPI_exp139_ch4_2020-1-24.wav","0139-cam1_exp_2020-1-24_UCR-MPI","0139-cam3_exp_2020-1-24_UCR-MPI","0139-cam5_exp_2020-1-24_UCR-MPI","0139-cam-backup_exp_2020-1-24_UCR-MPI"
"UCR-MPI_exp139_cam-backup_2020-1-24","UCR-MPI_exp139_cam5_2020-1-24","UCR-MPI_exp139_cam3_2020-1-24","UCR-MPI_exp139_cam1_2020-1-24",2020-01-24,1899-12-31 02:25:00,135,"139","experimento","12/12/N/N","900200000279490","vuelo grupal/enmascarando busqueda","verde",1899-12-31 02:00:00,"backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo. Se usó playback a 77,5 dB","UCR-MPI_exp139_ch1_2020-1-24.wav","UCR-MPI_exp139_ch2_2020-1-24.wav","UCR-MPI_exp139_ch3_2020-1-24.wav","UCR-MPI_exp139_ch4_2020-1-24.wav","0139-cam1_exp_2020-1-24_UCR-MPI","0139-cam3_exp_2020-1-24_UCR-MPI","0139-cam5_exp_2020-1-24_UCR-MPI","0139-cam-backup_exp_2020-1-24_UCR-MPI"
"UCR-MPI_exp140_cam-backup_2020-1-24","UCR-MPI_exp140_cam5_2020-1-24","UCR-MPI_exp140_cam3_2020-1-24","UCR-MPI_exp140_cam1_2020-1-24",2020-01-24,1899-12-31 02:40:00,136,"140","experimento","12/12/N/N","900200000279490","vuelo grupal/sin sonido","verde",1899-12-31 02:00:00,"backup es camara 4 (no camara 6), camara 5 uso la tarjeta 5 de nuevo","UCR-MPI_exp140_ch1_2020-1-24.wav","UCR-MPI_exp140_ch2_2020-1-24.wav","UCR-MPI_exp140_ch3_2020-1-24.wav","UCR-MPI_exp140_ch4_2020-1-24.wav","0140-cam1_exp_2020-1-24_UCR-MPI","0140-cam3_exp_2020-1-24_UCR-MPI","0140-cam5_exp_2020-1-24_UCR-MPI","0140-cam-backup_exp_2020-1-24_UCR-MPI"
